,x,y,variable,value
4954,1145,676,Telekom-tREcpF,
4955,1209,678,Telekom-tREcpF,
4956,1324,694,Telekom-tREcpF,165.0
4957,1440,685,Telekom-tREcpF,
4958,1574,690,Telekom-tREcpF,
4959,1668,609,Telekom-tREcpF,
4960,1759,607,Telekom-tREcpF,
4961,1657,697,Telekom-tREcpF,
4962,1755,689,Telekom-tREcpF,167.0
4963,1149,785,Telekom-tREcpF,
4964,1214,778,Telekom-tREcpF,
4965,1330,783,Telekom-tREcpF,
4966,1443,769,Telekom-tREcpF,
4967,1582,797,Telekom-tREcpF,
4968,1670,804,Telekom-tREcpF,
4969,1766,803,Telekom-tREcpF,
4970,1146,872,Telekom-tREcpF,
4971,1147,953,Telekom-tREcpF,
4972,1210,873,Telekom-tREcpF,
4973,1330,874,Telekom-tREcpF,
4974,1435,875,Telekom-tREcpF,165.0
4975,1579,888,Telekom-tREcpF,
4976,1671,891,Telekom-tREcpF,
4977,1767,893,Telekom-tREcpF,
4978,1770,962,Telekom-tREcpF,
4979,1677,961,Telekom-tREcpF,
4980,1579,966,Telekom-tREcpF,
4981,1434,957,Telekom-tREcpF,
4982,1334,961,Telekom-tREcpF,
4983,1222,956,Telekom-tREcpF,
4984,1456,353,Telekom-tREcpF,
4985,1334,355,Telekom-tREcpF,
4986,1222,356,Telekom-tREcpF,
4987,1141,360,Telekom-tREcpF,
4988,1454,260,Telekom-tREcpF,
4989,1329,249,Telekom-tREcpF,
4990,1218,251,Telekom-tREcpF,
4991,1669,154,Telekom-tREcpF,
4992,1773,148,Telekom-tREcpF,
4993,1145,253,Telekom-tREcpF,
4994,1144,155,Telekom-tREcpF,
4995,1142,58,Telekom-tREcpF,
4996,1220,162,Telekom-tREcpF,
4997,1577,352,Telekom-tREcpF,166.0
4998,1676,304,Telekom-tREcpF,166.0
4999,1774,307,Telekom-tREcpF,
5000,1771,248,Telekom-tREcpF,
5001,1670,243,Telekom-tREcpF,
5002,1575,235,Telekom-tREcpF,165.0
5003,1331,165,Telekom-tREcpF,
5004,1214,55,Telekom-tREcpF,
5005,1334,56,Telekom-tREcpF,164.0
5006,1450,160,Telekom-tREcpF,
5007,1564,147,Telekom-tREcpF,
5008,1448,55,Telekom-tREcpF,
5009,1560,59,Telekom-tREcpF,165.0
5010,1658,57,Telekom-tREcpF,
5011,1762,56,Telekom-tREcpF,170.0
5012,48,19,UPC0016705,186.0
5013,41,82,UPC0016705,197.0
5014,41,141,UPC0016705,204.0
5015,40,205,UPC0016705,194.0
5016,40,303,UPC0016705,196.0
5017,37,407,UPC0016705,201.0
5018,33,508,UPC0016705,197.0
5019,38,629,UPC0016705,191.0
5020,38,728,UPC0016705,190.0
5021,40,866,UPC0016705,186.0
5022,33,959,UPC0016705,189.0
5023,137,958,UPC0016705,201.0
5024,135,857,UPC0016705,194.0
5025,135,729,UPC0016705,199.0
5026,139,639,UPC0016705,200.0
5027,144,531,UPC0016705,192.0
5028,143,594,UPC0016705,203.0
5029,32,582,UPC0016705,193.0
5030,141,415,UPC0016705,199.0
5031,146,326,UPC0016705,194.0
5032,148,178,UPC0016705,194.0
5033,139,239,UPC0016705,201.0
5034,146,89,UPC0016705,191.0
5035,147,24,UPC0016705,195.0
5036,282,16,UPC0016705,192.0
5037,277,85,UPC0016705,204.0
5038,273,159,UPC0016705,187.0
5039,274,244,UPC0016705,184.0
5040,274,351,UPC0016705,202.0
5041,272,458,UPC0016705,193.0
5042,269,588,UPC0016705,200.0
5043,263,710,UPC0016705,201.0
5044,255,828,UPC0016705,200.0
5045,242,909,UPC0016705,205.0
5046,231,965,UPC0016705,198.0
5047,357,957,UPC0016705,187.0
5048,360,903,UPC0016705,198.0
5049,360,819,UPC0016705,199.0
5050,369,704,UPC0016705,189.0
5051,367,605,UPC0016705,200.0
5052,370,502,UPC0016705,196.0
5053,389,394,UPC0016705,199.0
5054,394,249,UPC0016705,196.0
5055,391,153,UPC0016705,192.0
5056,389,71,UPC0016705,190.0
5057,391,12,UPC0016705,198.0
5058,514,13,UPC0016705,198.0
5059,502,67,UPC0016705,203.0
5060,507,150,UPC0016705,203.0
5061,504,251,UPC0016705,197.0
5062,504,377,UPC0016705,199.0
5063,499,496,UPC0016705,199.0
5064,490,601,UPC0016705,190.0
5065,486,704,UPC0016705,189.0
5066,477,821,UPC0016705,194.0
5067,476,893,UPC0016705,195.0
5068,475,962,UPC0016705,197.0
5069,589,961,UPC0016705,192.0
5070,589,880,UPC0016705,195.0
5071,589,788,UPC0016705,
5072,588,687,UPC0016705,201.0
5073,588,574,UPC0016705,
5074,595,490,UPC0016705,190.0
5075,588,377,UPC0016705,201.0
5076,592,255,UPC0016705,202.0
5077,611,147,UPC0016705,202.0
5078,602,59,UPC0016705,200.0
5079,599,7,UPC0016705,191.0
5080,716,13,UPC0016705,186.0
5081,713,79,UPC0016705,193.0
5082,708,163,UPC0016705,190.0
5083,710,257,UPC0016705,197.0
5084,702,375,UPC0016705,192.0
5085,698,480,UPC0016705,198.0
5086,694,574,UPC0016705,200.0
5087,695,675,UPC0016705,196.0
5088,692,779,UPC0016705,200.0
5089,685,885,UPC0016705,189.0
5090,676,961,UPC0016705,190.0
5091,811,958,UPC0016705,193.0
5092,808,877,UPC0016705,191.0
5093,810,793,UPC0016705,185.0
5094,812,670,UPC0016705,191.0
5095,808,561,UPC0016705,199.0
5096,965,558,UPC0016705,195.0
5097,1089,567,UPC0016705,188.0
5098,809,465,UPC0016705,199.0
5099,808,349,UPC0016705,189.0
5100,820,255,UPC0016705,193.0
5101,827,144,UPC0016705,190.0
5102,826,74,UPC0016705,203.0
5103,824,13,UPC0016705,187.0
5104,964,18,UPC0016705,192.0
5105,971,85,UPC0016705,198.0
5106,966,151,UPC0016705,193.0
5107,969,251,UPC0016705,199.0
5108,970,360,UPC0016705,197.0
5109,973,459,UPC0016705,192.0
5110,1094,21,UPC0016705,193.0
5111,1094,92,UPC0016705,
5112,1095,158,UPC0016705,201.0
5113,1090,256,UPC0016705,
5114,1088,357,UPC0016705,205.0
5115,1084,448,UPC0016705,196.0
5116,1218,451,UPC0016705,186.0
5117,1334,449,UPC0016705,186.0
5118,1459,444,UPC0016705,190.0
5119,1566,445,UPC0016705,182.0
5120,1677,444,UPC0016705,184.0
5121,1771,439,UPC0016705,182.0
5122,1765,525,UPC0016705,
5123,1672,518,UPC0016705,183.0
5124,1568,537,UPC0016705,177.0
5125,1448,537,UPC0016705,181.0
5126,1325,533,UPC0016705,189.0
5127,1212,529,UPC0016705,191.0
5128,1148,611,UPC0016705,192.0
5129,1213,609,UPC0016705,196.0
5130,1329,616,UPC0016705,191.0
5131,1444,612,UPC0016705,181.0
5132,1570,614,UPC0016705,180.0
5133,1145,676,UPC0016705,190.0
5134,1209,678,UPC0016705,180.0
5135,1324,694,UPC0016705,191.0
5136,1440,685,UPC0016705,186.0
5137,1574,690,UPC0016705,181.0
5138,1668,609,UPC0016705,184.0
5139,1759,607,UPC0016705,185.0
5140,1657,697,UPC0016705,181.0
5141,1755,689,UPC0016705,188.0
5142,1149,785,UPC0016705,181.0
5143,1214,778,UPC0016705,187.0
5144,1330,783,UPC0016705,188.0
5145,1443,769,UPC0016705,186.0
5146,1582,797,UPC0016705,189.0
5147,1670,804,UPC0016705,184.0
5148,1766,803,UPC0016705,185.0
5149,1146,872,UPC0016705,185.0
5150,1147,953,UPC0016705,181.0
5151,1210,873,UPC0016705,178.0
5152,1330,874,UPC0016705,181.0
5153,1435,875,UPC0016705,178.0
5154,1579,888,UPC0016705,182.0
5155,1671,891,UPC0016705,
5156,1767,893,UPC0016705,183.0
5157,1770,962,UPC0016705,188.0
5158,1677,961,UPC0016705,192.0
5159,1579,966,UPC0016705,186.0
5160,1434,957,UPC0016705,185.0
5161,1334,961,UPC0016705,181.0
5162,1222,956,UPC0016705,179.0
5163,1456,353,UPC0016705,190.0
5164,1334,355,UPC0016705,191.0
5165,1222,356,UPC0016705,184.0
5166,1141,360,UPC0016705,191.0
5167,1454,260,UPC0016705,197.0
5168,1329,249,UPC0016705,190.0
5169,1218,251,UPC0016705,181.0
5170,1669,154,UPC0016705,188.0
5171,1773,148,UPC0016705,
5172,1145,253,UPC0016705,191.0
5173,1144,155,UPC0016705,192.0
5174,1142,58,UPC0016705,181.0
5175,1220,162,UPC0016705,186.0
5176,1577,352,UPC0016705,188.0
5177,1676,304,UPC0016705,179.0
5178,1774,307,UPC0016705,183.0
5179,1771,248,UPC0016705,187.0
5180,1670,243,UPC0016705,180.0
5181,1575,235,UPC0016705,185.0
5182,1331,165,UPC0016705,193.0
5183,1214,55,UPC0016705,185.0
5184,1334,56,UPC0016705,188.0
5185,1450,160,UPC0016705,186.0
5186,1564,147,UPC0016705,184.0
5187,1448,55,UPC0016705,173.0
5188,1560,59,UPC0016705,188.0
5189,1658,57,UPC0016705,179.0
5190,1762,56,UPC0016705,187.0
5191,48,19,UPC0492771,
5192,41,82,UPC0492771,174.0
5193,41,141,UPC0492771,
5194,40,205,UPC0492771,
5195,40,303,UPC0492771,
5196,37,407,UPC0492771,
5197,33,508,UPC0492771,
5198,38,629,UPC0492771,
5199,38,728,UPC0492771,
5200,40,866,UPC0492771,
5201,33,959,UPC0492771,
5202,137,958,UPC0492771,
5203,135,857,UPC0492771,
5204,135,729,UPC0492771,
5205,139,639,UPC0492771,
5206,144,531,UPC0492771,
5207,143,594,UPC0492771,
5208,32,582,UPC0492771,
5209,141,415,UPC0492771,
5210,146,326,UPC0492771,
5211,148,178,UPC0492771,
5212,139,239,UPC0492771,
5213,146,89,UPC0492771,170.0
5214,147,24,UPC0492771,
5215,282,16,UPC0492771,
5216,277,85,UPC0492771,
5217,273,159,UPC0492771,
5218,274,244,UPC0492771,
5219,274,351,UPC0492771,
5220,272,458,UPC0492771,
5221,269,588,UPC0492771,
5222,263,710,UPC0492771,
5223,255,828,UPC0492771,
5224,242,909,UPC0492771,
5225,231,965,UPC0492771,
5226,357,957,UPC0492771,
5227,360,903,UPC0492771,
5228,360,819,UPC0492771,
5229,369,704,UPC0492771,
5230,367,605,UPC0492771,
5231,370,502,UPC0492771,
5232,389,394,UPC0492771,
5233,394,249,UPC0492771,
5234,391,153,UPC0492771,
5235,389,71,UPC0492771,
5236,391,12,UPC0492771,
5237,514,13,UPC0492771,
5238,502,67,UPC0492771,
5239,507,150,UPC0492771,
5240,504,251,UPC0492771,
5241,504,377,UPC0492771,
5242,499,496,UPC0492771,
5243,490,601,UPC0492771,
5244,486,704,UPC0492771,
5245,477,821,UPC0492771,
5246,476,893,UPC0492771,
5247,475,962,UPC0492771,
5248,589,961,UPC0492771,
5249,589,880,UPC0492771,
5250,589,788,UPC0492771,
5251,588,687,UPC0492771,
5252,588,574,UPC0492771,
5253,595,490,UPC0492771,
5254,588,377,UPC0492771,
5255,592,255,UPC0492771,
5256,611,147,UPC0492771,
5257,602,59,UPC0492771,
5258,599,7,UPC0492771,
5259,716,13,UPC0492771,
5260,713,79,UPC0492771,
5261,708,163,UPC0492771,
5262,710,257,UPC0492771,
5263,702,375,UPC0492771,
5264,698,480,UPC0492771,
5265,694,574,UPC0492771,
5266,695,675,UPC0492771,
5267,692,779,UPC0492771,
5268,685,885,UPC0492771,
5269,676,961,UPC0492771,
5270,811,958,UPC0492771,
5271,808,877,UPC0492771,
5272,810,793,UPC0492771,
5273,812,670,UPC0492771,
5274,808,561,UPC0492771,
5275,965,558,UPC0492771,
5276,1089,567,UPC0492771,
5277,809,465,UPC0492771,
5278,808,349,UPC0492771,
5279,820,255,UPC0492771,
5280,827,144,UPC0492771,
5281,826,74,UPC0492771,
5282,824,13,UPC0492771,
5283,964,18,UPC0492771,
5284,971,85,UPC0492771,
5285,966,151,UPC0492771,169.0
5286,969,251,UPC0492771,
5287,970,360,UPC0492771,
5288,973,459,UPC0492771,
5289,1094,21,UPC0492771,
5290,1094,92,UPC0492771,
5291,1095,158,UPC0492771,
5292,1090,256,UPC0492771,
5293,1088,357,UPC0492771,
5294,1084,448,UPC0492771,
5295,1218,451,UPC0492771,
5296,1334,449,UPC0492771,
5297,1459,444,UPC0492771,
5298,1566,445,UPC0492771,
5299,1677,444,UPC0492771,
5300,1771,439,UPC0492771,
5301,1765,525,UPC0492771,
5302,1672,518,UPC0492771,
5303,1568,537,UPC0492771,
5304,1448,537,UPC0492771,
5305,1325,533,UPC0492771,
5306,1212,529,UPC0492771,
5307,1148,611,UPC0492771,
5308,1213,609,UPC0492771,
5309,1329,616,UPC0492771,
5310,1444,612,UPC0492771,
5311,1570,614,UPC0492771,
5312,1145,676,UPC0492771,
5313,1209,678,UPC0492771,
5314,1324,694,UPC0492771,
5315,1440,685,UPC0492771,
5316,1574,690,UPC0492771,
5317,1668,609,UPC0492771,
5318,1759,607,UPC0492771,
5319,1657,697,UPC0492771,
5320,1755,689,UPC0492771,
5321,1149,785,UPC0492771,
5322,1214,778,UPC0492771,
5323,1330,783,UPC0492771,
5324,1443,769,UPC0492771,
5325,1582,797,UPC0492771,
5326,1670,804,UPC0492771,
5327,1766,803,UPC0492771,
5328,1146,872,UPC0492771,
5329,1147,953,UPC0492771,
5330,1210,873,UPC0492771,
5331,1330,874,UPC0492771,
5332,1435,875,UPC0492771,
5333,1579,888,UPC0492771,
5334,1671,891,UPC0492771,
5335,1767,893,UPC0492771,
5336,1770,962,UPC0492771,
5337,1677,961,UPC0492771,
5338,1579,966,UPC0492771,
5339,1434,957,UPC0492771,
5340,1334,961,UPC0492771,
5341,1222,956,UPC0492771,
5342,1456,353,UPC0492771,
5343,1334,355,UPC0492771,
5344,1222,356,UPC0492771,
5345,1141,360,UPC0492771,
5346,1454,260,UPC0492771,168.0
5347,1329,249,UPC0492771,
5348,1218,251,UPC0492771,
5349,1669,154,UPC0492771,
5350,1773,148,UPC0492771,
5351,1145,253,UPC0492771,
5352,1144,155,UPC0492771,
5353,1142,58,UPC0492771,
5354,1220,162,UPC0492771,
5355,1577,352,UPC0492771,
5356,1676,304,UPC0492771,
5357,1774,307,UPC0492771,
5358,1771,248,UPC0492771,
5359,1670,243,UPC0492771,
5360,1575,235,UPC0492771,
5361,1331,165,UPC0492771,
5362,1214,55,UPC0492771,
5363,1334,56,UPC0492771,
5364,1450,160,UPC0492771,
5365,1564,147,UPC0492771,
5366,1448,55,UPC0492771,
5367,1560,59,UPC0492771,
5368,1658,57,UPC0492771,
5369,1762,56,UPC0492771,
5370,48,19,UPC0908851,
5371,41,82,UPC0908851,
5372,41,141,UPC0908851,173.0
5373,40,205,UPC0908851,
5374,40,303,UPC0908851,
5375,37,407,UPC0908851,
5376,33,508,UPC0908851,
5377,38,629,UPC0908851,
5378,38,728,UPC0908851,
5379,40,866,UPC0908851,
5380,33,959,UPC0908851,
5381,137,958,UPC0908851,
5382,135,857,UPC0908851,
5383,135,729,UPC0908851,173.0
5384,139,639,UPC0908851,
5385,144,531,UPC0908851,181.0
5386,143,594,UPC0908851,171.0
5387,32,582,UPC0908851,
5388,141,415,UPC0908851,
5389,146,326,UPC0908851,
5390,148,178,UPC0908851,
5391,139,239,UPC0908851,
5392,146,89,UPC0908851,
5393,147,24,UPC0908851,
5394,282,16,UPC0908851,171.0
5395,277,85,UPC0908851,
5396,273,159,UPC0908851,
5397,274,244,UPC0908851,
5398,274,351,UPC0908851,
5399,272,458,UPC0908851,
5400,269,588,UPC0908851,
5401,263,710,UPC0908851,
5402,255,828,UPC0908851,
5403,242,909,UPC0908851,169.0
5404,231,965,UPC0908851,
5405,357,957,UPC0908851,
5406,360,903,UPC0908851,174.0
5407,360,819,UPC0908851,
5408,369,704,UPC0908851,
5409,367,605,UPC0908851,
5410,370,502,UPC0908851,
5411,389,394,UPC0908851,173.0
5412,394,249,UPC0908851,177.0
5413,391,153,UPC0908851,
5414,389,71,UPC0908851,
5415,391,12,UPC0908851,
5416,514,13,UPC0908851,
5417,502,67,UPC0908851,
5418,507,150,UPC0908851,173.0
5419,504,251,UPC0908851,
5420,504,377,UPC0908851,
5421,499,496,UPC0908851,
5422,490,601,UPC0908851,
5423,486,704,UPC0908851,
5424,477,821,UPC0908851,
5425,476,893,UPC0908851,
5426,475,962,UPC0908851,
5427,589,961,UPC0908851,
5428,589,880,UPC0908851,
5429,589,788,UPC0908851,
5430,588,687,UPC0908851,
5431,588,574,UPC0908851,177.0
5432,595,490,UPC0908851,
5433,588,377,UPC0908851,
5434,592,255,UPC0908851,
5435,611,147,UPC0908851,
5436,602,59,UPC0908851,
5437,599,7,UPC0908851,
5438,716,13,UPC0908851,
5439,713,79,UPC0908851,
5440,708,163,UPC0908851,
5441,710,257,UPC0908851,
5442,702,375,UPC0908851,173.0
5443,698,480,UPC0908851,
5444,694,574,UPC0908851,174.0
5445,695,675,UPC0908851,
5446,692,779,UPC0908851,
5447,685,885,UPC0908851,172.0
5448,676,961,UPC0908851,
5449,811,958,UPC0908851,
5450,808,877,UPC0908851,
5451,810,793,UPC0908851,
5452,812,670,UPC0908851,
5453,808,561,UPC0908851,
5454,965,558,UPC0908851,170.0
5455,1089,567,UPC0908851,179.0
5456,809,465,UPC0908851,
5457,808,349,UPC0908851,173.0
5458,820,255,UPC0908851,
5459,827,144,UPC0908851,
5460,826,74,UPC0908851,
5461,824,13,UPC0908851,173.0
5462,964,18,UPC0908851,171.0
5463,971,85,UPC0908851,
5464,966,151,UPC0908851,
5465,969,251,UPC0908851,
5466,970,360,UPC0908851,177.0
5467,973,459,UPC0908851,182.0
5468,1094,21,UPC0908851,170.0
5469,1094,92,UPC0908851,
5470,1095,158,UPC0908851,174.0
5471,1090,256,UPC0908851,173.0
5472,1088,357,UPC0908851,
5473,1084,448,UPC0908851,183.0
5474,1218,451,UPC0908851,
5475,1334,449,UPC0908851,
5476,1459,444,UPC0908851,182.0
5477,1566,445,UPC0908851,164.0
5478,1677,444,UPC0908851,
5479,1771,439,UPC0908851,174.0
5480,1765,525,UPC0908851,
5481,1672,518,UPC0908851,183.0
5482,1568,537,UPC0908851,178.0
5483,1448,537,UPC0908851,184.0
5484,1325,533,UPC0908851,178.0
5485,1212,529,UPC0908851,176.0
5486,1148,611,UPC0908851,180.0
5487,1213,609,UPC0908851,185.0
5488,1329,616,UPC0908851,180.0
5489,1444,612,UPC0908851,176.0
5490,1570,614,UPC0908851,185.0
5491,1145,676,UPC0908851,
5492,1209,678,UPC0908851,
5493,1324,694,UPC0908851,180.0
5494,1440,685,UPC0908851,179.0
5495,1574,690,UPC0908851,178.0
5496,1668,609,UPC0908851,181.0
5497,1759,607,UPC0908851,180.0
5498,1657,697,UPC0908851,
5499,1755,689,UPC0908851,
5500,1149,785,UPC0908851,178.0
5501,1214,778,UPC0908851,182.0
5502,1330,783,UPC0908851,171.0
5503,1443,769,UPC0908851,178.0
5504,1582,797,UPC0908851,181.0
5505,1670,804,UPC0908851,
5506,1766,803,UPC0908851,184.0
5507,1146,872,UPC0908851,
5508,1147,953,UPC0908851,185.0
5509,1210,873,UPC0908851,176.0
5510,1330,874,UPC0908851,180.0
5511,1435,875,UPC0908851,
5512,1579,888,UPC0908851,
5513,1671,891,UPC0908851,184.0
5514,1767,893,UPC0908851,187.0
5515,1770,962,UPC0908851,182.0
5516,1677,961,UPC0908851,179.0
5517,1579,966,UPC0908851,178.0
5518,1434,957,UPC0908851,179.0
5519,1334,961,UPC0908851,180.0
5520,1222,956,UPC0908851,177.0
5521,1456,353,UPC0908851,176.0
5522,1334,355,UPC0908851,180.0
5523,1222,356,UPC0908851,176.0
5524,1141,360,UPC0908851,177.0
5525,1454,260,UPC0908851,175.0
5526,1329,249,UPC0908851,175.0
5527,1218,251,UPC0908851,168.0
5528,1669,154,UPC0908851,184.0
5529,1773,148,UPC0908851,
5530,1145,253,UPC0908851,
5531,1144,155,UPC0908851,
5532,1142,58,UPC0908851,
5533,1220,162,UPC0908851,
5534,1577,352,UPC0908851,180.0
5535,1676,304,UPC0908851,179.0
5536,1774,307,UPC0908851,170.0
5537,1771,248,UPC0908851,186.0
5538,1670,243,UPC0908851,188.0
5539,1575,235,UPC0908851,174.0
5540,1331,165,UPC0908851,
5541,1214,55,UPC0908851,
5542,1334,56,UPC0908851,178.0
5543,1450,160,UPC0908851,
5544,1564,147,UPC0908851,
5545,1448,55,UPC0908851,
5546,1560,59,UPC0908851,171.0
5547,1658,57,UPC0908851,
5548,1762,56,UPC0908851,
5549,48,19,UPC1584560,
5550,41,82,UPC1584560,
5551,41,141,UPC1584560,
5552,40,205,UPC1584560,
5553,40,303,UPC1584560,
5554,37,407,UPC1584560,
5555,33,508,UPC1584560,
5556,38,629,UPC1584560,
5557,38,728,UPC1584560,
5558,40,866,UPC1584560,
5559,33,959,UPC1584560,
5560,137,958,UPC1584560,
5561,135,857,UPC1584560,
5562,135,729,UPC1584560,
5563,139,639,UPC1584560,
5564,144,531,UPC1584560,
5565,143,594,UPC1584560,
5566,32,582,UPC1584560,
5567,141,415,UPC1584560,
5568,146,326,UPC1584560,
5569,148,178,UPC1584560,
5570,139,239,UPC1584560,
5571,146,89,UPC1584560,
5572,147,24,UPC1584560,
5573,282,16,UPC1584560,
5574,277,85,UPC1584560,
5575,273,159,UPC1584560,
5576,274,244,UPC1584560,
5577,274,351,UPC1584560,
5578,272,458,UPC1584560,
5579,269,588,UPC1584560,
5580,263,710,UPC1584560,
5581,255,828,UPC1584560,
5582,242,909,UPC1584560,
5583,231,965,UPC1584560,
5584,357,957,UPC1584560,
5585,360,903,UPC1584560,
5586,360,819,UPC1584560,
5587,369,704,UPC1584560,
5588,367,605,UPC1584560,
5589,370,502,UPC1584560,
5590,389,394,UPC1584560,
5591,394,249,UPC1584560,
5592,391,153,UPC1584560,
5593,389,71,UPC1584560,
5594,391,12,UPC1584560,
5595,514,13,UPC1584560,
5596,502,67,UPC1584560,
5597,507,150,UPC1584560,
5598,504,251,UPC1584560,
5599,504,377,UPC1584560,
5600,499,496,UPC1584560,
5601,490,601,UPC1584560,
5602,486,704,UPC1584560,
5603,477,821,UPC1584560,
5604,476,893,UPC1584560,
5605,475,962,UPC1584560,
5606,589,961,UPC1584560,
5607,589,880,UPC1584560,
5608,589,788,UPC1584560,
5609,588,687,UPC1584560,
5610,588,574,UPC1584560,
5611,595,490,UPC1584560,
5612,588,377,UPC1584560,
5613,592,255,UPC1584560,
5614,611,147,UPC1584560,
5615,602,59,UPC1584560,
5616,599,7,UPC1584560,
5617,716,13,UPC1584560,
5618,713,79,UPC1584560,
5619,708,163,UPC1584560,
5620,710,257,UPC1584560,
5621,702,375,UPC1584560,
5622,698,480,UPC1584560,
5623,694,574,UPC1584560,
5624,695,675,UPC1584560,
5625,692,779,UPC1584560,
5626,685,885,UPC1584560,
5627,676,961,UPC1584560,
5628,811,958,UPC1584560,
5629,808,877,UPC1584560,
5630,810,793,UPC1584560,
5631,812,670,UPC1584560,
5632,808,561,UPC1584560,
5633,965,558,UPC1584560,
5634,1089,567,UPC1584560,
5635,809,465,UPC1584560,
5636,808,349,UPC1584560,
5637,820,255,UPC1584560,
5638,827,144,UPC1584560,
5639,826,74,UPC1584560,
5640,824,13,UPC1584560,
5641,964,18,UPC1584560,167.0
5642,971,85,UPC1584560,
5643,966,151,UPC1584560,166.0
5644,969,251,UPC1584560,
5645,970,360,UPC1584560,166.0
5646,973,459,UPC1584560,
5647,1094,21,UPC1584560,
5648,1094,92,UPC1584560,
5649,1095,158,UPC1584560,
5650,1090,256,UPC1584560,
5651,1088,357,UPC1584560,
5652,1084,448,UPC1584560,
5653,1218,451,UPC1584560,
5654,1334,449,UPC1584560,
5655,1459,444,UPC1584560,178.0
5656,1566,445,UPC1584560,
5657,1677,444,UPC1584560,175.0
5658,1771,439,UPC1584560,177.0
5659,1765,525,UPC1584560,167.0
5660,1672,518,UPC1584560,
5661,1568,537,UPC1584560,
5662,1448,537,UPC1584560,
5663,1325,533,UPC1584560,177.0
5664,1212,529,UPC1584560,
5665,1148,611,UPC1584560,
5666,1213,609,UPC1584560,
5667,1329,616,UPC1584560,
5668,1444,612,UPC1584560,
5669,1570,614,UPC1584560,
5670,1145,676,UPC1584560,
5671,1209,678,UPC1584560,
5672,1324,694,UPC1584560,
5673,1440,685,UPC1584560,
5674,1574,690,UPC1584560,
5675,1668,609,UPC1584560,
5676,1759,607,UPC1584560,
5677,1657,697,UPC1584560,
5678,1755,689,UPC1584560,183.0
5679,1149,785,UPC1584560,
5680,1214,778,UPC1584560,
5681,1330,783,UPC1584560,
5682,1443,769,UPC1584560,
5683,1582,797,UPC1584560,
5684,1670,804,UPC1584560,
5685,1766,803,UPC1584560,
5686,1146,872,UPC1584560,
5687,1147,953,UPC1584560,164.0
5688,1210,873,UPC1584560,166.0
5689,1330,874,UPC1584560,
5690,1435,875,UPC1584560,
5691,1579,888,UPC1584560,167.0
5692,1671,891,UPC1584560,181.0
5693,1767,893,UPC1584560,
5694,1770,962,UPC1584560,
5695,1677,961,UPC1584560,170.0
5696,1579,966,UPC1584560,
5697,1434,957,UPC1584560,
5698,1334,961,UPC1584560,171.0
5699,1222,956,UPC1584560,
5700,1456,353,UPC1584560,176.0
5701,1334,355,UPC1584560,
5702,1222,356,UPC1584560,
5703,1141,360,UPC1584560,
5704,1454,260,UPC1584560,
5705,1329,249,UPC1584560,170.0
5706,1218,251,UPC1584560,
5707,1669,154,UPC1584560,
5708,1773,148,UPC1584560,
5709,1145,253,UPC1584560,166.0
5710,1144,155,UPC1584560,
5711,1142,58,UPC1584560,
5712,1220,162,UPC1584560,
5713,1577,352,UPC1584560,
5714,1676,304,UPC1584560,
5715,1774,307,UPC1584560,170.0
5716,1771,248,UPC1584560,
5717,1670,243,UPC1584560,
5718,1575,235,UPC1584560,
5719,1331,165,UPC1584560,
5720,1214,55,UPC1584560,
5721,1334,56,UPC1584560,
5722,1450,160,UPC1584560,
5723,1564,147,UPC1584560,173.0
5724,1448,55,UPC1584560,174.0
5725,1560,59,UPC1584560,
5726,1658,57,UPC1584560,167.0
5727,1762,56,UPC1584560,
5728,48,19,UPC1794824,
5729,41,82,UPC1794824,
5730,41,141,UPC1794824,
5731,40,205,UPC1794824,
5732,40,303,UPC1794824,
5733,37,407,UPC1794824,
5734,33,508,UPC1794824,
5735,38,629,UPC1794824,
5736,38,728,UPC1794824,
5737,40,866,UPC1794824,
5738,33,959,UPC1794824,
5739,137,958,UPC1794824,
5740,135,857,UPC1794824,
5741,135,729,UPC1794824,
5742,139,639,UPC1794824,
5743,144,531,UPC1794824,
5744,143,594,UPC1794824,
5745,32,582,UPC1794824,
5746,141,415,UPC1794824,
5747,146,326,UPC1794824,
5748,148,178,UPC1794824,
5749,139,239,UPC1794824,
5750,146,89,UPC1794824,
5751,147,24,UPC1794824,
5752,282,16,UPC1794824,
5753,277,85,UPC1794824,
5754,273,159,UPC1794824,
5755,274,244,UPC1794824,
5756,274,351,UPC1794824,
5757,272,458,UPC1794824,
5758,269,588,UPC1794824,
5759,263,710,UPC1794824,
5760,255,828,UPC1794824,
5761,242,909,UPC1794824,
5762,231,965,UPC1794824,
5763,357,957,UPC1794824,
5764,360,903,UPC1794824,
5765,360,819,UPC1794824,
5766,369,704,UPC1794824,
5767,367,605,UPC1794824,
5768,370,502,UPC1794824,
5769,389,394,UPC1794824,
5770,394,249,UPC1794824,
5771,391,153,UPC1794824,
5772,389,71,UPC1794824,
5773,391,12,UPC1794824,
5774,514,13,UPC1794824,
5775,502,67,UPC1794824,
5776,507,150,UPC1794824,
5777,504,251,UPC1794824,
5778,504,377,UPC1794824,
5779,499,496,UPC1794824,
5780,490,601,UPC1794824,
5781,486,704,UPC1794824,
5782,477,821,UPC1794824,
5783,476,893,UPC1794824,
5784,475,962,UPC1794824,
5785,589,961,UPC1794824,
5786,589,880,UPC1794824,
5787,589,788,UPC1794824,
