,x,y,variable,value
5788,588,687,UPC1794824,
5789,588,574,UPC1794824,
5790,595,490,UPC1794824,
5791,588,377,UPC1794824,
5792,592,255,UPC1794824,
5793,611,147,UPC1794824,
5794,602,59,UPC1794824,
5795,599,7,UPC1794824,
5796,716,13,UPC1794824,
5797,713,79,UPC1794824,
5798,708,163,UPC1794824,
5799,710,257,UPC1794824,
5800,702,375,UPC1794824,
5801,698,480,UPC1794824,
5802,694,574,UPC1794824,
5803,695,675,UPC1794824,
5804,692,779,UPC1794824,
5805,685,885,UPC1794824,
5806,676,961,UPC1794824,
5807,811,958,UPC1794824,
5808,808,877,UPC1794824,
5809,810,793,UPC1794824,
5810,812,670,UPC1794824,
5811,808,561,UPC1794824,
5812,965,558,UPC1794824,
5813,1089,567,UPC1794824,
5814,809,465,UPC1794824,
5815,808,349,UPC1794824,
5816,820,255,UPC1794824,
5817,827,144,UPC1794824,
5818,826,74,UPC1794824,
5819,824,13,UPC1794824,
5820,964,18,UPC1794824,
5821,971,85,UPC1794824,
5822,966,151,UPC1794824,
5823,969,251,UPC1794824,
5824,970,360,UPC1794824,
5825,973,459,UPC1794824,
5826,1094,21,UPC1794824,
5827,1094,92,UPC1794824,
5828,1095,158,UPC1794824,
5829,1090,256,UPC1794824,
5830,1088,357,UPC1794824,
5831,1084,448,UPC1794824,
5832,1218,451,UPC1794824,
5833,1334,449,UPC1794824,
5834,1459,444,UPC1794824,
5835,1566,445,UPC1794824,
5836,1677,444,UPC1794824,
5837,1771,439,UPC1794824,
5838,1765,525,UPC1794824,
5839,1672,518,UPC1794824,
5840,1568,537,UPC1794824,
5841,1448,537,UPC1794824,172.0
5842,1325,533,UPC1794824,
5843,1212,529,UPC1794824,
5844,1148,611,UPC1794824,
5845,1213,609,UPC1794824,
5846,1329,616,UPC1794824,
5847,1444,612,UPC1794824,
5848,1570,614,UPC1794824,
5849,1145,676,UPC1794824,
5850,1209,678,UPC1794824,
5851,1324,694,UPC1794824,
5852,1440,685,UPC1794824,
5853,1574,690,UPC1794824,
5854,1668,609,UPC1794824,
5855,1759,607,UPC1794824,
5856,1657,697,UPC1794824,
5857,1755,689,UPC1794824,
5858,1149,785,UPC1794824,
5859,1214,778,UPC1794824,
5860,1330,783,UPC1794824,
5861,1443,769,UPC1794824,
5862,1582,797,UPC1794824,
5863,1670,804,UPC1794824,
5864,1766,803,UPC1794824,
5865,1146,872,UPC1794824,
5866,1147,953,UPC1794824,
5867,1210,873,UPC1794824,
5868,1330,874,UPC1794824,
5869,1435,875,UPC1794824,
5870,1579,888,UPC1794824,
5871,1671,891,UPC1794824,
5872,1767,893,UPC1794824,
5873,1770,962,UPC1794824,173.0
5874,1677,961,UPC1794824,
5875,1579,966,UPC1794824,
5876,1434,957,UPC1794824,
5877,1334,961,UPC1794824,
5878,1222,956,UPC1794824,
5879,1456,353,UPC1794824,
5880,1334,355,UPC1794824,
5881,1222,356,UPC1794824,
5882,1141,360,UPC1794824,165.0
5883,1454,260,UPC1794824,
5884,1329,249,UPC1794824,
5885,1218,251,UPC1794824,
5886,1669,154,UPC1794824,
5887,1773,148,UPC1794824,
5888,1145,253,UPC1794824,
5889,1144,155,UPC1794824,
5890,1142,58,UPC1794824,
5891,1220,162,UPC1794824,
5892,1577,352,UPC1794824,
5893,1676,304,UPC1794824,
5894,1774,307,UPC1794824,
5895,1771,248,UPC1794824,181.0
5896,1670,243,UPC1794824,
5897,1575,235,UPC1794824,
5898,1331,165,UPC1794824,
5899,1214,55,UPC1794824,
5900,1334,56,UPC1794824,
5901,1450,160,UPC1794824,
5902,1564,147,UPC1794824,172.0
5903,1448,55,UPC1794824,
5904,1560,59,UPC1794824,
5905,1658,57,UPC1794824,
5906,1762,56,UPC1794824,180.0
5907,48,19,UPC2058306,
5908,41,82,UPC2058306,
5909,41,141,UPC2058306,
5910,40,205,UPC2058306,
5911,40,303,UPC2058306,
5912,37,407,UPC2058306,
5913,33,508,UPC2058306,
5914,38,629,UPC2058306,
5915,38,728,UPC2058306,
5916,40,866,UPC2058306,
5917,33,959,UPC2058306,
5918,137,958,UPC2058306,
5919,135,857,UPC2058306,
5920,135,729,UPC2058306,
5921,139,639,UPC2058306,
5922,144,531,UPC2058306,
5923,143,594,UPC2058306,
5924,32,582,UPC2058306,
5925,141,415,UPC2058306,
5926,146,326,UPC2058306,
5927,148,178,UPC2058306,
5928,139,239,UPC2058306,
5929,146,89,UPC2058306,
5930,147,24,UPC2058306,
5931,282,16,UPC2058306,
5932,277,85,UPC2058306,
5933,273,159,UPC2058306,
5934,274,244,UPC2058306,
5935,274,351,UPC2058306,
5936,272,458,UPC2058306,
5937,269,588,UPC2058306,
5938,263,710,UPC2058306,
5939,255,828,UPC2058306,
5940,242,909,UPC2058306,
5941,231,965,UPC2058306,
5942,357,957,UPC2058306,
5943,360,903,UPC2058306,166.0
5944,360,819,UPC2058306,
5945,369,704,UPC2058306,
5946,367,605,UPC2058306,
5947,370,502,UPC2058306,
5948,389,394,UPC2058306,167.0
5949,394,249,UPC2058306,172.0
5950,391,153,UPC2058306,171.0
5951,389,71,UPC2058306,170.0
5952,391,12,UPC2058306,
5953,514,13,UPC2058306,
5954,502,67,UPC2058306,
5955,507,150,UPC2058306,
5956,504,251,UPC2058306,
5957,504,377,UPC2058306,
5958,499,496,UPC2058306,
5959,490,601,UPC2058306,
5960,486,704,UPC2058306,
5961,477,821,UPC2058306,
5962,476,893,UPC2058306,
5963,475,962,UPC2058306,168.0
5964,589,961,UPC2058306,
5965,589,880,UPC2058306,
5966,589,788,UPC2058306,
5967,588,687,UPC2058306,
5968,588,574,UPC2058306,
5969,595,490,UPC2058306,170.0
5970,588,377,UPC2058306,
5971,592,255,UPC2058306,
5972,611,147,UPC2058306,
5973,602,59,UPC2058306,
5974,599,7,UPC2058306,
5975,716,13,UPC2058306,175.0
5976,713,79,UPC2058306,
5977,708,163,UPC2058306,
5978,710,257,UPC2058306,
5979,702,375,UPC2058306,
5980,698,480,UPC2058306,175.0
5981,694,574,UPC2058306,170.0
5982,695,675,UPC2058306,177.0
5983,692,779,UPC2058306,
5984,685,885,UPC2058306,169.0
5985,676,961,UPC2058306,
5986,811,958,UPC2058306,
5987,808,877,UPC2058306,
5988,810,793,UPC2058306,
5989,812,670,UPC2058306,
5990,808,561,UPC2058306,
5991,965,558,UPC2058306,
5992,1089,567,UPC2058306,
5993,809,465,UPC2058306,
5994,808,349,UPC2058306,
5995,820,255,UPC2058306,
5996,827,144,UPC2058306,
5997,826,74,UPC2058306,
5998,824,13,UPC2058306,
5999,964,18,UPC2058306,
6000,971,85,UPC2058306,
6001,966,151,UPC2058306,174.0
6002,969,251,UPC2058306,
6003,970,360,UPC2058306,
6004,973,459,UPC2058306,
6005,1094,21,UPC2058306,
6006,1094,92,UPC2058306,
6007,1095,158,UPC2058306,
6008,1090,256,UPC2058306,
6009,1088,357,UPC2058306,
6010,1084,448,UPC2058306,
6011,1218,451,UPC2058306,
6012,1334,449,UPC2058306,
6013,1459,444,UPC2058306,
6014,1566,445,UPC2058306,
6015,1677,444,UPC2058306,
6016,1771,439,UPC2058306,
6017,1765,525,UPC2058306,
6018,1672,518,UPC2058306,
6019,1568,537,UPC2058306,
6020,1448,537,UPC2058306,
6021,1325,533,UPC2058306,
6022,1212,529,UPC2058306,
6023,1148,611,UPC2058306,
6024,1213,609,UPC2058306,
6025,1329,616,UPC2058306,
6026,1444,612,UPC2058306,
6027,1570,614,UPC2058306,
6028,1145,676,UPC2058306,
6029,1209,678,UPC2058306,
6030,1324,694,UPC2058306,
6031,1440,685,UPC2058306,
6032,1574,690,UPC2058306,
6033,1668,609,UPC2058306,
6034,1759,607,UPC2058306,
6035,1657,697,UPC2058306,
6036,1755,689,UPC2058306,
6037,1149,785,UPC2058306,
6038,1214,778,UPC2058306,
6039,1330,783,UPC2058306,
6040,1443,769,UPC2058306,
6041,1582,797,UPC2058306,
6042,1670,804,UPC2058306,
6043,1766,803,UPC2058306,
6044,1146,872,UPC2058306,
6045,1147,953,UPC2058306,
6046,1210,873,UPC2058306,
6047,1330,874,UPC2058306,
6048,1435,875,UPC2058306,
6049,1579,888,UPC2058306,
6050,1671,891,UPC2058306,
6051,1767,893,UPC2058306,
6052,1770,962,UPC2058306,
6053,1677,961,UPC2058306,
6054,1579,966,UPC2058306,
6055,1434,957,UPC2058306,
6056,1334,961,UPC2058306,
6057,1222,956,UPC2058306,
6058,1456,353,UPC2058306,
6059,1334,355,UPC2058306,
6060,1222,356,UPC2058306,
6061,1141,360,UPC2058306,
6062,1454,260,UPC2058306,
6063,1329,249,UPC2058306,
6064,1218,251,UPC2058306,
6065,1669,154,UPC2058306,
6066,1773,148,UPC2058306,
6067,1145,253,UPC2058306,
6068,1144,155,UPC2058306,
6069,1142,58,UPC2058306,
6070,1220,162,UPC2058306,
6071,1577,352,UPC2058306,
6072,1676,304,UPC2058306,
6073,1774,307,UPC2058306,
6074,1771,248,UPC2058306,
6075,1670,243,UPC2058306,
6076,1575,235,UPC2058306,
6077,1331,165,UPC2058306,
6078,1214,55,UPC2058306,172.0
6079,1334,56,UPC2058306,
6080,1450,160,UPC2058306,
6081,1564,147,UPC2058306,
6082,1448,55,UPC2058306,
6083,1560,59,UPC2058306,
6084,1658,57,UPC2058306,
6085,1762,56,UPC2058306,
6086,48,19,UPC3736069,
6087,41,82,UPC3736069,
6088,41,141,UPC3736069,
6089,40,205,UPC3736069,
6090,40,303,UPC3736069,
6091,37,407,UPC3736069,
6092,33,508,UPC3736069,
6093,38,629,UPC3736069,
6094,38,728,UPC3736069,
6095,40,866,UPC3736069,
6096,33,959,UPC3736069,
6097,137,958,UPC3736069,
6098,135,857,UPC3736069,
6099,135,729,UPC3736069,
6100,139,639,UPC3736069,
6101,144,531,UPC3736069,
6102,143,594,UPC3736069,
6103,32,582,UPC3736069,
6104,141,415,UPC3736069,
6105,146,326,UPC3736069,
6106,148,178,UPC3736069,
6107,139,239,UPC3736069,
6108,146,89,UPC3736069,
6109,147,24,UPC3736069,
6110,282,16,UPC3736069,
6111,277,85,UPC3736069,
6112,273,159,UPC3736069,
6113,274,244,UPC3736069,
6114,274,351,UPC3736069,
6115,272,458,UPC3736069,
6116,269,588,UPC3736069,
6117,263,710,UPC3736069,
6118,255,828,UPC3736069,
6119,242,909,UPC3736069,
6120,231,965,UPC3736069,
6121,357,957,UPC3736069,
6122,360,903,UPC3736069,
6123,360,819,UPC3736069,
6124,369,704,UPC3736069,
6125,367,605,UPC3736069,
6126,370,502,UPC3736069,
6127,389,394,UPC3736069,
6128,394,249,UPC3736069,
6129,391,153,UPC3736069,
6130,389,71,UPC3736069,
6131,391,12,UPC3736069,
6132,514,13,UPC3736069,
6133,502,67,UPC3736069,174.0
6134,507,150,UPC3736069,
6135,504,251,UPC3736069,
6136,504,377,UPC3736069,
6137,499,496,UPC3736069,
6138,490,601,UPC3736069,
6139,486,704,UPC3736069,
6140,477,821,UPC3736069,
6141,476,893,UPC3736069,
6142,475,962,UPC3736069,
6143,589,961,UPC3736069,
6144,589,880,UPC3736069,
6145,589,788,UPC3736069,
6146,588,687,UPC3736069,
6147,588,574,UPC3736069,
6148,595,490,UPC3736069,
6149,588,377,UPC3736069,
6150,592,255,UPC3736069,
6151,611,147,UPC3736069,
6152,602,59,UPC3736069,174.0
6153,599,7,UPC3736069,
6154,716,13,UPC3736069,
6155,713,79,UPC3736069,
6156,708,163,UPC3736069,
6157,710,257,UPC3736069,
6158,702,375,UPC3736069,
6159,698,480,UPC3736069,
6160,694,574,UPC3736069,
6161,695,675,UPC3736069,
6162,692,779,UPC3736069,
6163,685,885,UPC3736069,
6164,676,961,UPC3736069,
6165,811,958,UPC3736069,
6166,808,877,UPC3736069,
6167,810,793,UPC3736069,
6168,812,670,UPC3736069,
6169,808,561,UPC3736069,
6170,965,558,UPC3736069,
6171,1089,567,UPC3736069,
6172,809,465,UPC3736069,
6173,808,349,UPC3736069,
6174,820,255,UPC3736069,
6175,827,144,UPC3736069,
6176,826,74,UPC3736069,
6177,824,13,UPC3736069,
6178,964,18,UPC3736069,
6179,971,85,UPC3736069,
6180,966,151,UPC3736069,
6181,969,251,UPC3736069,
6182,970,360,UPC3736069,
6183,973,459,UPC3736069,
6184,1094,21,UPC3736069,
6185,1094,92,UPC3736069,
6186,1095,158,UPC3736069,
6187,1090,256,UPC3736069,
6188,1088,357,UPC3736069,
6189,1084,448,UPC3736069,
6190,1218,451,UPC3736069,
6191,1334,449,UPC3736069,
6192,1459,444,UPC3736069,
6193,1566,445,UPC3736069,
6194,1677,444,UPC3736069,
6195,1771,439,UPC3736069,
6196,1765,525,UPC3736069,
6197,1672,518,UPC3736069,
6198,1568,537,UPC3736069,
6199,1448,537,UPC3736069,
6200,1325,533,UPC3736069,
6201,1212,529,UPC3736069,
6202,1148,611,UPC3736069,
6203,1213,609,UPC3736069,
6204,1329,616,UPC3736069,
6205,1444,612,UPC3736069,
6206,1570,614,UPC3736069,
6207,1145,676,UPC3736069,
6208,1209,678,UPC3736069,
6209,1324,694,UPC3736069,
6210,1440,685,UPC3736069,
6211,1574,690,UPC3736069,
6212,1668,609,UPC3736069,
6213,1759,607,UPC3736069,
6214,1657,697,UPC3736069,
6215,1755,689,UPC3736069,
6216,1149,785,UPC3736069,
6217,1214,778,UPC3736069,
6218,1330,783,UPC3736069,
6219,1443,769,UPC3736069,
6220,1582,797,UPC3736069,
6221,1670,804,UPC3736069,
6222,1766,803,UPC3736069,
6223,1146,872,UPC3736069,
6224,1147,953,UPC3736069,
6225,1210,873,UPC3736069,
6226,1330,874,UPC3736069,
6227,1435,875,UPC3736069,
6228,1579,888,UPC3736069,
6229,1671,891,UPC3736069,
6230,1767,893,UPC3736069,
6231,1770,962,UPC3736069,
6232,1677,961,UPC3736069,
6233,1579,966,UPC3736069,
6234,1434,957,UPC3736069,
6235,1334,961,UPC3736069,
6236,1222,956,UPC3736069,
6237,1456,353,UPC3736069,
6238,1334,355,UPC3736069,
6239,1222,356,UPC3736069,
6240,1141,360,UPC3736069,
6241,1454,260,UPC3736069,
6242,1329,249,UPC3736069,
6243,1218,251,UPC3736069,
6244,1669,154,UPC3736069,
6245,1773,148,UPC3736069,
6246,1145,253,UPC3736069,
6247,1144,155,UPC3736069,
6248,1142,58,UPC3736069,
6249,1220,162,UPC3736069,
6250,1577,352,UPC3736069,
6251,1676,304,UPC3736069,
6252,1774,307,UPC3736069,
6253,1771,248,UPC3736069,
6254,1670,243,UPC3736069,
6255,1575,235,UPC3736069,
6256,1331,165,UPC3736069,
6257,1214,55,UPC3736069,
6258,1334,56,UPC3736069,
6259,1450,160,UPC3736069,
6260,1564,147,UPC3736069,
6261,1448,55,UPC3736069,
6262,1560,59,UPC3736069,
6263,1658,57,UPC3736069,
6264,1762,56,UPC3736069,
6265,48,19,UPC3956209,173.0
6266,41,82,UPC3956209,
6267,41,141,UPC3956209,
6268,40,205,UPC3956209,
6269,40,303,UPC3956209,177.0
6270,37,407,UPC3956209,
6271,33,508,UPC3956209,
6272,38,629,UPC3956209,
6273,38,728,UPC3956209,
6274,40,866,UPC3956209,
6275,33,959,UPC3956209,
6276,137,958,UPC3956209,
6277,135,857,UPC3956209,
6278,135,729,UPC3956209,180.0
6279,139,639,UPC3956209,
6280,144,531,UPC3956209,
6281,143,594,UPC3956209,
6282,32,582,UPC3956209,183.0
6283,141,415,UPC3956209,
6284,146,326,UPC3956209,169.0
6285,148,178,UPC3956209,177.0
6286,139,239,UPC3956209,
6287,146,89,UPC3956209,169.0
6288,147,24,UPC3956209,
6289,282,16,UPC3956209,
6290,277,85,UPC3956209,
6291,273,159,UPC3956209,
6292,274,244,UPC3956209,
6293,274,351,UPC3956209,
6294,272,458,UPC3956209,
6295,269,588,UPC3956209,
6296,263,710,UPC3956209,
6297,255,828,UPC3956209,
6298,242,909,UPC3956209,
6299,231,965,UPC3956209,
6300,357,957,UPC3956209,
6301,360,903,UPC3956209,
6302,360,819,UPC3956209,
6303,369,704,UPC3956209,
6304,367,605,UPC3956209,
6305,370,502,UPC3956209,
6306,389,394,UPC3956209,
6307,394,249,UPC3956209,
6308,391,153,UPC3956209,
6309,389,71,UPC3956209,
6310,391,12,UPC3956209,171.0
6311,514,13,UPC3956209,
6312,502,67,UPC3956209,
6313,507,150,UPC3956209,
6314,504,251,UPC3956209,
6315,504,377,UPC3956209,
6316,499,496,UPC3956209,176.0
6317,490,601,UPC3956209,
6318,486,704,UPC3956209,
6319,477,821,UPC3956209,
6320,476,893,UPC3956209,
6321,475,962,UPC3956209,
6322,589,961,UPC3956209,
6323,589,880,UPC3956209,
6324,589,788,UPC3956209,
6325,588,687,UPC3956209,
6326,588,574,UPC3956209,
6327,595,490,UPC3956209,
6328,588,377,UPC3956209,
6329,592,255,UPC3956209,
6330,611,147,UPC3956209,
6331,602,59,UPC3956209,
6332,599,7,UPC3956209,
6333,716,13,UPC3956209,
6334,713,79,UPC3956209,
6335,708,163,UPC3956209,176.0
6336,710,257,UPC3956209,
6337,702,375,UPC3956209,
6338,698,480,UPC3956209,
6339,694,574,UPC3956209,
6340,695,675,UPC3956209,
6341,692,779,UPC3956209,
6342,685,885,UPC3956209,
6343,676,961,UPC3956209,
6344,811,958,UPC3956209,169.0
6345,808,877,UPC3956209,
6346,810,793,UPC3956209,
6347,812,670,UPC3956209,
6348,808,561,UPC3956209,
6349,965,558,UPC3956209,
6350,1089,567,UPC3956209,
6351,809,465,UPC3956209,
6352,808,349,UPC3956209,
6353,820,255,UPC3956209,
6354,827,144,UPC3956209,
6355,826,74,UPC3956209,
6356,824,13,UPC3956209,
6357,964,18,UPC3956209,
6358,971,85,UPC3956209,
6359,966,151,UPC3956209,170.0
6360,969,251,UPC3956209,
6361,970,360,UPC3956209,169.0
6362,973,459,UPC3956209,
6363,1094,21,UPC3956209,
6364,1094,92,UPC3956209,
6365,1095,158,UPC3956209,
6366,1090,256,UPC3956209,170.0
6367,1088,357,UPC3956209,169.0
6368,1084,448,UPC3956209,
6369,1218,451,UPC3956209,
6370,1334,449,UPC3956209,
6371,1459,444,UPC3956209,
6372,1566,445,UPC3956209,
6373,1677,444,UPC3956209,
6374,1771,439,UPC3956209,
6375,1765,525,UPC3956209,
6376,1672,518,UPC3956209,
6377,1568,537,UPC3956209,
6378,1448,537,UPC3956209,
6379,1325,533,UPC3956209,
6380,1212,529,UPC3956209,
6381,1148,611,UPC3956209,
6382,1213,609,UPC3956209,
6383,1329,616,UPC3956209,
6384,1444,612,UPC3956209,
6385,1570,614,UPC3956209,
6386,1145,676,UPC3956209,
6387,1209,678,UPC3956209,
6388,1324,694,UPC3956209,
6389,1440,685,UPC3956209,
6390,1574,690,UPC3956209,
6391,1668,609,UPC3956209,
6392,1759,607,UPC3956209,
6393,1657,697,UPC3956209,
6394,1755,689,UPC3956209,
6395,1149,785,UPC3956209,
6396,1214,778,UPC3956209,
6397,1330,783,UPC3956209,
6398,1443,769,UPC3956209,
6399,1582,797,UPC3956209,
6400,1670,804,UPC3956209,
6401,1766,803,UPC3956209,
6402,1146,872,UPC3956209,
6403,1147,953,UPC3956209,
6404,1210,873,UPC3956209,
6405,1330,874,UPC3956209,
6406,1435,875,UPC3956209,
6407,1579,888,UPC3956209,
6408,1671,891,UPC3956209,
6409,1767,893,UPC3956209,
6410,1770,962,UPC3956209,
6411,1677,961,UPC3956209,
6412,1579,966,UPC3956209,
6413,1434,957,UPC3956209,
6414,1334,961,UPC3956209,
6415,1222,956,UPC3956209,
6416,1456,353,UPC3956209,
6417,1334,355,UPC3956209,
6418,1222,356,UPC3956209,
6419,1141,360,UPC3956209,
6420,1454,260,UPC3956209,
6421,1329,249,UPC3956209,
6422,1218,251,UPC3956209,
6423,1669,154,UPC3956209,
6424,1773,148,UPC3956209,
6425,1145,253,UPC3956209,
6426,1144,155,UPC3956209,
6427,1142,58,UPC3956209,
6428,1220,162,UPC3956209,
6429,1577,352,UPC3956209,
6430,1676,304,UPC3956209,
6431,1774,307,UPC3956209,
6432,1771,248,UPC3956209,
6433,1670,243,UPC3956209,
6434,1575,235,UPC3956209,
6435,1331,165,UPC3956209,
6436,1214,55,UPC3956209,
6437,1334,56,UPC3956209,
6438,1450,160,UPC3956209,
6439,1564,147,UPC3956209,
6440,1448,55,UPC3956209,
6441,1560,59,UPC3956209,
6442,1658,57,UPC3956209,
6443,1762,56,UPC3956209,
6444,48,19,UPC4587269,
6445,41,82,UPC4587269,
6446,41,141,UPC4587269,
6447,40,205,UPC4587269,
6448,40,303,UPC4587269,
6449,37,407,UPC4587269,
6450,33,508,UPC4587269,
6451,38,629,UPC4587269,
6452,38,728,UPC4587269,
6453,40,866,UPC4587269,
6454,33,959,UPC4587269,
6455,137,958,UPC4587269,
6456,135,857,UPC4587269,
6457,135,729,UPC4587269,
6458,139,639,UPC4587269,
6459,144,531,UPC4587269,
6460,143,594,UPC4587269,
6461,32,582,UPC4587269,
6462,141,415,UPC4587269,
6463,146,326,UPC4587269,
6464,148,178,UPC4587269,
6465,139,239,UPC4587269,
6466,146,89,UPC4587269,
6467,147,24,UPC4587269,
6468,282,16,UPC4587269,
6469,277,85,UPC4587269,
6470,273,159,UPC4587269,
6471,274,244,UPC4587269,
6472,274,351,UPC4587269,
6473,272,458,UPC4587269,
6474,269,588,UPC4587269,
6475,263,710,UPC4587269,
6476,255,828,UPC4587269,
6477,242,909,UPC4587269,
6478,231,965,UPC4587269,
6479,357,957,UPC4587269,
6480,360,903,UPC4587269,
6481,360,819,UPC4587269,
6482,369,704,UPC4587269,
6483,367,605,UPC4587269,
6484,370,502,UPC4587269,
6485,389,394,UPC4587269,
6486,394,249,UPC4587269,
6487,391,153,UPC4587269,
6488,389,71,UPC4587269,
6489,391,12,UPC4587269,
6490,514,13,UPC4587269,
6491,502,67,UPC4587269,
6492,507,150,UPC4587269,
6493,504,251,UPC4587269,
6494,504,377,UPC4587269,
6495,499,496,UPC4587269,
6496,490,601,UPC4587269,
6497,486,704,UPC4587269,
6498,477,821,UPC4587269,
6499,476,893,UPC4587269,
6500,475,962,UPC4587269,
6501,589,961,UPC4587269,
6502,589,880,UPC4587269,
6503,589,788,UPC4587269,
6504,588,687,UPC4587269,
6505,588,574,UPC4587269,
6506,595,490,UPC4587269,
6507,588,377,UPC4587269,
6508,592,255,UPC4587269,
6509,611,147,UPC4587269,
6510,602,59,UPC4587269,
6511,599,7,UPC4587269,
6512,716,13,UPC4587269,
6513,713,79,UPC4587269,
6514,708,163,UPC4587269,
6515,710,257,UPC4587269,
6516,702,375,UPC4587269,
6517,698,480,UPC4587269,
6518,694,574,UPC4587269,
6519,695,675,UPC4587269,
6520,692,779,UPC4587269,
6521,685,885,UPC4587269,
6522,676,961,UPC4587269,
6523,811,958,UPC4587269,
6524,808,877,UPC4587269,
6525,810,793,UPC4587269,
6526,812,670,UPC4587269,
6527,808,561,UPC4587269,
6528,965,558,UPC4587269,
6529,1089,567,UPC4587269,
6530,809,465,UPC4587269,
6531,808,349,UPC4587269,
6532,820,255,UPC4587269,
6533,827,144,UPC4587269,
6534,826,74,UPC4587269,
6535,824,13,UPC4587269,
6536,964,18,UPC4587269,
6537,971,85,UPC4587269,
6538,966,151,UPC4587269,
6539,969,251,UPC4587269,
6540,970,360,UPC4587269,
6541,973,459,UPC4587269,
6542,1094,21,UPC4587269,
6543,1094,92,UPC4587269,
6544,1095,158,UPC4587269,
6545,1090,256,UPC4587269,
6546,1088,357,UPC4587269,
6547,1084,448,UPC4587269,
6548,1218,451,UPC4587269,
6549,1334,449,UPC4587269,
6550,1459,444,UPC4587269,
6551,1566,445,UPC4587269,
6552,1677,444,UPC4587269,
6553,1771,439,UPC4587269,
6554,1765,525,UPC4587269,
6555,1672,518,UPC4587269,
6556,1568,537,UPC4587269,
6557,1448,537,UPC4587269,
6558,1325,533,UPC4587269,
6559,1212,529,UPC4587269,
6560,1148,611,UPC4587269,
6561,1213,609,UPC4587269,
6562,1329,616,UPC4587269,
6563,1444,612,UPC4587269,
6564,1570,614,UPC4587269,
6565,1145,676,UPC4587269,
6566,1209,678,UPC4587269,
6567,1324,694,UPC4587269,
6568,1440,685,UPC4587269,
6569,1574,690,UPC4587269,
6570,1668,609,UPC4587269,
6571,1759,607,UPC4587269,
6572,1657,697,UPC4587269,
6573,1755,689,UPC4587269,
6574,1149,785,UPC4587269,
6575,1214,778,UPC4587269,
6576,1330,783,UPC4587269,
6577,1443,769,UPC4587269,
6578,1582,797,UPC4587269,
6579,1670,804,UPC4587269,
6580,1766,803,UPC4587269,
6581,1146,872,UPC4587269,
6582,1147,953,UPC4587269,
6583,1210,873,UPC4587269,
6584,1330,874,UPC4587269,
6585,1435,875,UPC4587269,
6586,1579,888,UPC4587269,
6587,1671,891,UPC4587269,
6588,1767,893,UPC4587269,
6589,1770,962,UPC4587269,
6590,1677,961,UPC4587269,
6591,1579,966,UPC4587269,
6592,1434,957,UPC4587269,
6593,1334,961,UPC4587269,
6594,1222,956,UPC4587269,
6595,1456,353,UPC4587269,
6596,1334,355,UPC4587269,
6597,1222,356,UPC4587269,
6598,1141,360,UPC4587269,
6599,1454,260,UPC4587269,
6600,1329,249,UPC4587269,
6601,1218,251,UPC4587269,
6602,1669,154,UPC4587269,
6603,1773,148,UPC4587269,176.0
6604,1145,253,UPC4587269,
6605,1144,155,UPC4587269,
6606,1142,58,UPC4587269,
6607,1220,162,UPC4587269,
6608,1577,352,UPC4587269,
6609,1676,304,UPC4587269,
6610,1774,307,UPC4587269,
6611,1771,248,UPC4587269,
6612,1670,243,UPC4587269,
6613,1575,235,UPC4587269,
6614,1331,165,UPC4587269,
6615,1214,55,UPC4587269,
6616,1334,56,UPC4587269,
6617,1450,160,UPC4587269,
6618,1564,147,UPC4587269,
6619,1448,55,UPC4587269,
6620,1560,59,UPC4587269,
6621,1658,57,UPC4587269,
6622,1762,56,UPC4587269,176.0
6623,48,19,UPC4592126,
6624,41,82,UPC4592126,
6625,41,141,UPC4592126,
6626,40,205,UPC4592126,
6627,40,303,UPC4592126,
6628,37,407,UPC4592126,
6629,33,508,UPC4592126,
6630,38,629,UPC4592126,
6631,38,728,UPC4592126,
6632,40,866,UPC4592126,
6633,33,959,UPC4592126,
6634,137,958,UPC4592126,
6635,135,857,UPC4592126,
6636,135,729,UPC4592126,
6637,139,639,UPC4592126,
6638,144,531,UPC4592126,
6639,143,594,UPC4592126,
6640,32,582,UPC4592126,
6641,141,415,UPC4592126,
6642,146,326,UPC4592126,
6643,148,178,UPC4592126,
6644,139,239,UPC4592126,
6645,146,89,UPC4592126,
6646,147,24,UPC4592126,
6647,282,16,UPC4592126,
6648,277,85,UPC4592126,
6649,273,159,UPC4592126,
6650,274,244,UPC4592126,
6651,274,351,UPC4592126,
6652,272,458,UPC4592126,
6653,269,588,UPC4592126,
6654,263,710,UPC4592126,
6655,255,828,UPC4592126,
6656,242,909,UPC4592126,
6657,231,965,UPC4592126,
6658,357,957,UPC4592126,
6659,360,903,UPC4592126,
6660,360,819,UPC4592126,
6661,369,704,UPC4592126,
6662,367,605,UPC4592126,
6663,370,502,UPC4592126,
